,Virginia,California,Florida,New Jersey,Texas,New York,Colorado,Massachusetts,Nevada,Arizona,Oregon,North Carolina,the District of Columbia,Washington,Wisconsin,Hawaii,Utah,Michigan,South Carolina,Minnesota,Tennessee,Georgia,New Hampshire,Illinois,Vermont,Iowa,Missouri,Maryland,Rhode Island,Indiana,Montana,Wyoming,Pennsylvania,Oklahoma,West Virginia,Delaware,Alabama,Connecticut,Ohio,Kansas,South Dakota,Idaho,North Dakota,Nebraska,Mississippi,New Mexico,Arkansas,Alaska,Louisiana,Kentucky,Maine
2012-03-01,201454.13055216204,273862.1161703441,125846.24511635255,259516.46768441398,128148.91286482276,216578.1533352024,206894.2086464011,284117.1235734522,129677.17825830598,135225.553088528,192720.23135824982,138938.7982356992,328192.60302687384,218786.40823613733,140047.49359710782,368377.6073694467,181264.5872470504,86498.4533537919,127682.3276252343,146912.92000139286,119342.47792571849,111578.5301707004,198006.03764423067,128323.38829755633,191021.08222790112,101754.34318501934,107957.9052409777,226481.08407394929,209457.97606954537,105736.8213405561,164342.72241346427,188348.95444877655,142190.66530564416,95254.50435443246,83071.15615988003,195661.73628484434,99678.35167711164,233133.26160753708,104791.45703327993,91723.10838887612,129106.19128421228,136913.6830769542,139010.7812307048,119525.69483442507,93496.49632835103,154533.60556612047,103213.29978235187,230506.6060308338,134241.1645172238,104132.45095801273,162573.50685306077
2012-04-01,202437.00955259355,273442.91886813386,126220.0761221149,260336.15368540687,128453.99116905779,217035.9688726708,207253.94105686268,284023.5263525536,129234.84179216305,136679.1293415183,193084.62040893311,139289.22594452903,328312.3287070422,217812.5875323719,140244.21281129503,367507.12768044666,182317.26316548386,87060.23244618748,128130.51870188343,147597.83221332167,119781.53185445478,111929.78022188519,198349.0836385463,127926.95615185496,191990.52716466237,102325.59470025997,108255.60208018353,227262.46217600824,209323.1510098659,106072.86445900002,165019.61732184104,189340.67776024572,142653.81725155868,95287.98639074061,83207.71724629386,194537.86645924937,100335.419176801,233275.93349125222,105032.22979790946,92064.06413133506,129956.56069844252,137968.63051940306,139659.81019107823,119773.5359855073,93481.78890851761,154643.97570764585,103532.78065000918,231333.12342691515,134278.18043282282,104725.68668811345,162712.59076090436
2012-05-01,203521.02896883423,273650.1501893393,126712.57483499062,261076.05407838186,128796.39476910874,217624.6537107329,207813.2620176076,284519.28267282696,129262.50408959934,138759.885984858,193433.52244546067,139706.96435489305,329090.7065798687,217026.46993821324,140642.30419148345,367030.5226584883,183753.62544555322,87790.00350838795,128570.50584451856,148452.6890048067,120179.89982332588,112440.39847299538,198787.3986341328,127683.61439708644,192767.00525611153,103098.916750736,108773.48170667088,228056.2624483159,209486.34998366004,106352.96986090526,165910.61355565608,190541.55370031027,143110.90235175772,95485.82983621788,83684.69422363641,193668.31823176565,,233213.86108311304,105346.40133517224,92552.38367830489,,139135.0714899992,140564.14376925371,120122.9731956089,93764.46545279435,154831.55325617487,103944.58594155034,232441.6812309084,134616.51528377752,105381.32798995516,163072.0489313181
2012-06-01,204576.71326478224,274750.1967508292,127372.77888054482,261179.69319514465,129252.7850992304,218087.51866852844,208774.75745358763,285507.0057087923,130402.53867864197,141257.20789682813,193935.4429804984,140041.2832125662,330857.55567617744,216706.09468862912,141094.11454917502,367133.68113233795,185287.22294306484,88597.55985554373,128946.34382841848,149525.4325053425,120576.67389728047,113059.55199597294,199364.52438918213,127783.23638644423,193584.86827515563,103645.2798224546,109347.12844063011,228901.09565945528,209707.49866883247,106610.33737469064,166910.45921195392,191765.2269823005,143325.58189307622,95772.94271778199,84239.02323690076,193334.72283927552,102807.91814343208,232909.44489237273,105554.3236466375,93183.8619755995,132947.57612639773,140401.4378837565,141837.79954866716,120536.59852002106,94133.6171627522,155045.40132452804,104473.80844805086,233844.58120300205,135321.7075041326,105880.43698777008,163635.2614676051
2012-07-01,205518.81753398603,276329.56219449244,128040.88329505122,261158.70474107206,129752.24431168393,218545.59056006445,210188.3621389422,286726.48848048795,132082.3876337127,143975.58622018955,194561.86333703328,140327.71276202166,333465.35780248925,216731.2634567196,141454.26728882696,368720.1030732013,186755.76601376772,89391.21818301051,129229.37052610544,150867.38122307858,121001.1455973672,113724.75110364449,199936.25625070778,128096.953009862,194470.74266748584,104171.44064668672,109937.89769199061,229453.47759986916,209973.96593029937,106875.78959905948,167824.52793158535,192888.4117498515,143444.61547671477,96156.9494070685,85117.46690560995,193599.46098720565,104194.89572327527,232509.81605601675,105750.97714133239,93900.53976423824,134660.098254392,141679.8689326752,143349.0093354399,120997.66233152982,94488.09926663754,155338.16542318158,105084.3004925797,235103.71169900917,136034.0926586581,106223.93662735856,164101.88208818497
2012-08-01,206375.48718924468,278829.78680119995,128640.34511557552,260639.2819789788,130108.94703515556,218721.32184344818,211936.1856125136,287810.04757170257,133970.44567968856,146668.7408914652,195350.40130526526,140384.60920080426,336689.78518704284,217023.811752366,141649.36863357745,371023.1273999978,188100.49214819891,89986.24338288464,129365.72451042161,152318.4020591134,121276.51073575106,114153.70984803331,200123.65293953987,128316.80783679336,195561.58024646676,104597.82099167125,110318.97138020465,229912.63950710438,209983.36687176544,107095.00978237309,168513.5536944658,193675.78799508253,143378.67967225597,96397.4919048479,85716.00880113141,193716.03907236966,105246.19269273792,232017.81339602327,105783.64156111238,94450.99091313903,136126.42714039492,142930.7876160382,145044.1948331076,121538.83360192885,94240.00721001365,155466.93513647452,105491.31966520856,236218.46451325688,136335.20462024643,106218.4842901326,164082.32906840616
2012-09-01,207193.49146557474,282224.62776764034,129275.80336574242,260438.744679558,130403.33825023468,218959.17055800956,213945.46877401028,288652.14045256237,135876.31270256403,149516.0871430972,196256.76297899112,140470.15530185073,340943.0068823486,217731.57616707604,141860.94108706978,373853.9321341541,189519.26559769115,90695.89063758095,129565.76827343128,153848.11300954467,121573.27994441961,114548.69896482081,200268.63440634837,128466.40879523441,196524.89132304405,104997.33801508513,110683.27261457364,230626.43263816476,209827.64035317698,107312.24068667676,169181.91125766517,194533.0215626521,143315.56658196202,96597.63213728384,86453.78438706738,193672.8195729101,106218.40404544107,231412.66165664897,105881.30664357993,94804.47415301437,137226.84064820284,144290.26630555253,146815.74921779172,122096.76097848767,94015.72190731003,155653.03838124155,105868.20050166968,237799.13282907518,136447.12623288544,106098.48702515435,164101.76659239008
2012-10-01,208077.39355611787,286595.29407888016,130045.59326469594,260323.22989091522,130694.03298801901,218911.36050203218,215938.98218233584,289415.11926110066,137859.88303073263,152105.01030281573,197555.6955622913,140486.09840239832,345696.6459487017,218768.39730339506,142121.67359579552,376519.75409222255,190972.37081792613,91448.92053164278,129826.1398202046,155434.47104736988,121761.87155220898,114846.59740215994,200364.13370370353,128411.91399767633,197193.39908855656,105076.58271385205,110770.54850586048,231417.80497289545,209822.64758167753,107554.22557842873,170104.0716399489,195300.8284670202,143208.0545233854,96753.27369846671,87047.73350850127,193575.21180522177,107070.7456889345,230850.69213802263,105976.35672607187,94986.02766710584,137885.17915327696,145635.3363869508,148837.97398724107,122661.02024842221,93632.40013424179,155850.74747152554,106061.39570304332,238912.40056331758,136554.35633079274,105944.48391314059,163977.65083789546
2012-11-01,208931.0706562961,291410.17363440356,131112.593142725,260688.71944422578,131047.91727541578,218902.2764877058,217829.28380515,290455.2818771875,140143.32797796227,154449.9408943806,199052.912049023,140517.9180501088,350571.69169206516,220267.07416342714,142291.78888001989,379331.2014663753,192760.19769314307,92186.05055122731,130058.91308203242,156863.1331056297,122011.77229564887,115314.81506179892,200627.95366674475,128249.51723618385,197533.01827510016,105032.77469174638,110738.09235334938,232562.6959638493,210250.63153620972,107679.68747303054,171460.80233777483,196171.8416902913,143155.42164576548,97119.74733345235,87513.48497552674,194076.92529113314,107963.8373955902,230723.23970400193,106117.84873718493,95156.68512529228,138251.24140577042,146911.57144205758,150801.8701089715,123043.84733544382,93656.77574153712,156368.70566129583,106265.72940576189,240115.72943693947,136632.78697772278,105832.7082484087,164181.9382459472
2012-12-01,209592.2076270558,296542.4044128459,132523.22460514295,261116.48940020832,131426.37704676433,218812.96604490897,219545.3306443249,292038.9640099073,142263.3788078452,156358.66211149408,200617.9825027186,140482.0209325532,355099.3758788556,221930.70142564888,142438.53125622487,381348.5094828163,194633.66765055037,92855.0519404526,130268.87986327657,158172.84862198678,122055.1005549574,115778.11275425571,200871.46135723186,128109.5152899733,197773.87398001854,105340.69118552962,110731.56180546159,233551.9967533104,210464.9755326365,107752.42432469188,172889.0059634846,196756.7867848988,143151.03722894238,97614.17576443928,87930.14641982153,194872.2166823704,108634.02710687421,230931.43478575777,106231.33263210625,95354.89510272013,138678.80245078623,148092.92168849596,152859.12327177043,123297.27031924843,93972.41023754724,157003.99740127145,106491.87211707215,240454.48751588538,136755.13143414195,105875.64121187122,164273.2119522443
2013-01-01,210354.0278971894,301345.0854213196,134111.25287873228,261772.7996165546,131938.711450622,219189.29483693678,221259.7756061923,294019.9121316178,144648.11703517643,158119.99587153524,202266.18669260165,140402.13507271654,358907.57092836103,223928.9069933551,142664.5347612921,383093.6657751726,196604.4534892727,93507.31341563513,130490.65596306002,159372.68063314373,122016.84339186084,116302.30912089936,201193.7100742367,128273.30790752784,198324.30649922832,106029.75234190183,110825.29864145804,234834.17586782682,210523.9520106438,107733.84926548468,173957.3041297166,197551.43408160648,143215.934428558,98141.68044199522,88098.87186298413,195381.18386072665,109010.67530156497,231585.65580513445,106403.23367977724,95685.15545699121,139295.63630459204,149234.64131167912,155074.55354606404,123458.58493893359,94380.90851542652,157340.42074635476,106807.47857086356,240415.6821148591,137138.05593444736,105907.9363180374,164328.67294120157
2013-02-01,211257.40926163655,305530.6587047374,135722.55163440606,262391.9352797086,132577.5923540468,219885.54603750238,222811.30942902333,296155.5705007687,147069.06361906015,159781.14523844828,204017.16180896127,140435.91000888593,362273.4572402761,225915.8372288607,143112.88296913847,384511.76497699367,198244.11257974303,94251.4884325406,130868.29663137595,160560.05706611963,122142.50962214923,116954.9208828222,201918.7882433999,128857.48163626851,199269.41952868635,106670.44512771866,111044.80552040157,236142.94919511475,210738.4855809888,107800.02684844198,174561.00998391307,198319.17442431985,143296.82295508965,98335.56298880056,87753.66980879092,195277.58129379104,109244.72605774512,232386.23851292735,106662.74257834924,96017.24370781596,140020.31112648742,150466.02933200067,156929.36855137956,123785.44444488069,94393.37500825728,157243.39019719308,107191.4509981086,239909.72432231015,137278.91093634279,105989.84761640616,164550.58376614077
2013-03-01,212150.93930351236,309052.47545264335,137355.370324951,262882.14466711105,133324.51418036403,220722.17907690708,223973.550587491,297537.46772721206,149879.64109334347,161659.79929614995,205724.20006879687,140563.67834558466,364384.73489040503,227748.86602083282,143656.287651108,386334.82571369474,199787.03805618084,95212.90543284244,131357.1127575233,161752.43493416163,122560.67409286571,117932.09753499145,202442.6604236428,129655.64422979746,200412.12540649762,107222.28771428273,111259.1945328905,237441.54409660157,211656.78113256325,107856.30267200751,174854.27968894117,199059.77514827714,143557.0241178345,98460.38810936616,87353.65569903563,195176.33273658625,109502.81756880764,232987.8544001053,107125.19969006245,96272.04958474696,140783.16456460932,151792.65510742387,158420.876021186,124199.4363826854,94018.38167509019,157089.0034005953,107607.8232860877,239288.99574263266,137632.5798525228,106027.44263587531,164716.0340061829
2013-04-01,212887.49632395082,313159.88051262783,139055.25449378652,263422.26870376716,134049.70267359097,221543.11878277423,225012.9943667892,298770.61580100225,153180.01689061956,163934.39521473754,207376.6070745523,140862.73476327877,366504.6183150704,229478.1492053858,144239.76909221782,387756.42037449544,201485.57749147384,96355.46297122096,131927.62544414544,162852.94246453125,123251.8757773768,119204.42183898891,203156.24872995354,130751.04328423874,201460.8185417295,107668.68906203691,111585.54851063422,238756.17350155706,213009.6807450735,108018.32251310318,175529.10346110104,199660.2851205135,144021.47281048924,98593.77307043651,86918.2829602906,195432.2410833929,109981.92291974183,233465.51395272536,107761.45573514637,96480.95399105299,141571.64503878183,153267.6496165182,159284.62216439433,124697.1542235827,93682.5225849378,157156.2004158663,108009.4077233763,239383.91649099402,138241.47746441327,106131.93905833903,165425.95947564693
2013-05-01,213694.9764024417,318796.9224876081,140979.2152368886,264315.38474207534,134884.88840199684,222459.68688837605,226236.90420611305,300145.4541678705,157298.17496212872,166604.72859803797,209262.71679688044,141353.797062626,369355.6659542225,231447.17390190865,144861.93383147358,389841.8767406642,203589.17698304553,97695.58589970616,132559.13004244733,164075.82685702425,124064.29572917754,120811.67902250565,203823.96323968912,131723.93279081176,202399.02047847176,108212.87681798621,111995.33870947221,240382.41621598174,214509.20524404317,108348.93122879772,176525.75194231464,200142.24919684223,144694.93926991275,98830.78958915442,86752.50091758244,195632.8636424926,110653.2850363563,233927.06018205555,108561.81537861329,96752.06686363147,142465.39542431047,154991.79206525037,160448.6329230469,125142.32332926185,93443.03951935259,157574.6241685997,108356.8603483457,239999.21529728835,139297.05476297566,106459.96166438458,166280.8323469268
2013-06-01,214798.6264185329,325660.93737726635,142881.87375732473,265355.4092189379,135883.1986558557,223671.52946288034,227920.32087248669,302251.7402430346,162210.90632801308,169421.43001153597,211450.15753293023,141982.95500943044,373603.6205573715,233574.60992492162,145510.00211417014,392377.8303399734,205881.36750465698,99117.48342146019,133219.72645938233,165402.8793187254,124763.50058033255,122464.97734297217,204855.32055481136,132908.95729607975,203229.68118191065,108606.81980416166,112556.80515700998,242120.9994736555,215987.21545909045,108861.56790589301,177667.7773477865,200571.3251931703,145295.71043910444,99117.66563552363,86736.7557607254,196219.9297218814,111273.88543050546,234570.09490816438,109281.24979552538,97189.5173894529,143332.23399620838,156768.88312625187,161732.99278811156,125640.80673906993,93531.75785863219,157997.42761895887,108660.55597288422,241267.4087408042,140543.9821261214,106998.25575050653,167533.8960324487
2013-07-01,215883.28785312313,332590.8170441415,144721.11945548083,266525.3318583419,136838.04880706072,224886.92148253764,229879.48462281507,304501.9658764841,167118.5109880115,172134.58044049327,213633.2352087904,142639.38883467007,378257.091136195,235578.40112013,146068.30018886083,395694.01853853074,208062.14673817085,100478.64158846544,133795.7203244578,166869.43804292267,125278.1645796408,124079.02133902205,205685.17615742525,133882.6938891363,203803.0139710595,108942.41360623499,113189.1270697711,243558.66087299644,217249.03345728424,109465.2819791235,178569.81922648402,200575.24913004274,145533.1204840267,99345.79777793353,86718.25064902667,196754.10838935012,111721.63661957103,235265.86172392344,109863.79749834885,97536.77064990801,144036.84234106084,158450.40460961638,163036.17948042552,126174.29902801168,93574.12877945944,158108.15612719735,108830.3544785931,242600.33597158315,141408.9420457691,107498.80009958117,168507.43797586302
2013-08-01,216941.3128394198,339261.41200664523,146497.42885234626,267878.4688645206,137758.35167724357,225993.92341152226,231948.2053681887,306568.35077868844,171508.59135459334,174720.3501072085,215808.33738765525,143284.68216361513,382900.9524062672,237364.43477019097,146738.12820465086,399359.257967077,210098.4461945731,102001.49274362554,134387.11464104443,168531.63351666843,125713.60678083694,125600.28859591413,206590.09109659368,135135.12230328788,204334.1526193592,109527.184130478,114025.14619504189,244561.42911963406,218363.4913725384,110122.17903138122,179473.02314200517,200552.09573362418,145674.27260567783,99779.55245885793,87165.83085972561,197923.4615071771,112131.57645008333,235909.32324154538,110420.02960558985,97944.19174441749,144809.90395209217,159975.38243516372,164447.0445351475,126872.23467740616,93959.0724355512,158181.81570776898,109074.01513885357,243828.76217695404,142358.01372130096,108056.4246998357,169304.44394817957
2013-09-01,217853.54309350692,345829.9616313893,148236.19705460555,269479.27931368485,138467.46431456288,226901.4940769365,233954.41387621048,308486.83788758103,175446.92363637136,177084.0407234515,217888.89577331502,143820.9396444806,388308.71969562996,239142.47728321448,147367.25309080613,403993.0029921773,211952.61296518907,103351.66420774335,134919.33248920215,170148.76205593624,126104.58318829931,126912.11292711987,207586.91552178864,136295.66499296646,204999.0141191451,109972.8087639875,114753.93112595678,245502.5024666858,219375.44164693565,110642.31068278379,180425.3118104115,200742.59722046743,145688.2433307341,100079.03616323367,87853.14557878347,199107.7607031554,112473.67190107098,236497.62126215783,110893.53417023661,98251.64472571405,145531.99675699766,161468.94391442576,165799.83274074725,127472.1606060958,94132.64321373815,158126.7136675251,109349.45142223423,245301.29616829706,143121.59640399343,108355.61420022591,169950.2747877372
2013-10-01,218791.5056577616,352349.5108255604,150082.21165674497,271072.53707731655,139271.81738497657,227756.52980643374,235911.19804516924,310491.0878898298,179060.0611348519,179199.46782707388,220022.94019502323,144372.3235522857,394280.72046447825,241008.99750041217,148028.61708531008,409035.54498961306,213702.25706625183,104652.39502905864,135582.26194045515,171770.72131821336,126629.56339920619,128268.06305288423,208765.47173548536,137736.40193255586,205697.87526894247,110482.52343130666,115446.18118489209,246638.47134516074,220376.41062998842,111068.95210113341,181478.07999925085,201284.49366619563,145969.1824666554,100636.56810077922,88734.33939721315,201062.3358792963,113001.77720155493,237113.4928792383,111346.1348365345,98724.27276839972,146494.3428912527,163024.7448546728,167447.59680098176,128101.70483748202,94544.50265172734,158178.5989607566,109738.39637845526,246229.31106138517,143777.82399663757,108683.48508518767,170467.56070022166
2013-11-01,219467.0672079625,357816.5400654993,151722.67744591643,272008.67130286875,140015.63750143792,228393.79961145436,237625.67985495657,312456.3624554566,182228.40841990456,180811.65357686428,221879.64306331135,144693.71973669814,399476.91708447965,242763.6038973462,148249.18143155557,413030.2665400973,215065.84692776678,105482.97969407779,136044.3216314393,173031.24973683045,127041.24974338082,129374.49178698657,209559.24301996466,138993.64290357512,205746.98591005927,110825.14836209621,115708.71206391556,247945.744257787,221278.39071148474,111197.02712919378,182387.62270781075,201623.4574169,146182.93871410424,101168.50499505705,89228.00929178501,203255.20936933873,113388.02760763152,237692.77293697742,111508.28558419966,99121.94800796657,147131.1086257646,164198.18575074774,168712.1476833175,128443.34253144742,94782.37990433352,158060.08947686045,109888.94308585879,246777.76437415206,144086.18248513373,108743.22318107967,170823.04425472574
2013-12-01,219993.252144975,362216.95830931753,153383.5684513724,272728.9396548453,140851.28809791402,228741.42561035694,239206.80570448426,314458.9939916707,184435.48209376846,181980.35519976646,223709.9557537979,144990.3228775754,403286.74284929194,244547.01813670725,148545.21327004678,415878.08325485885,216019.31619549613,106192.30869383538,136543.77812395323,174207.29842517883,127578.33638425944,130581.21812453786,210150.74211425523,140181.8675951449,205509.58284846632,111120.83428856269,115761.2065826299,249359.9066796529,221817.03439833815,111283.96104875789,183323.48755300874,201747.2560187342,146443.24896563965,101710.3293144414,89274.43898326614,205069.0887768896,113888.58414824923,238273.0013041709,111657.78610917453,99446.49073945516,147514.87754331142,165085.5615529043,169736.1933909131,128835.39756760937,95065.81643729826,158038.19649841354,109845.39389988198,246405.36432574698,143952.92468116697,108876.5965156168,170949.11890257013
2014-01-01,220460.33142073196,365394.56023858226,154945.50029785014,273728.59215589473,141857.5130225618,229078.12628256818,240542.7800221792,316349.8194225275,185950.71650124507,183177.42887692896,225424.19438870807,145316.70542940756,405761.95521111717,246329.93226540656,148913.34661873963,418251.31206054013,216864.03329814298,106941.85829114563,137018.46963628722,175233.77292878626,128036.31092929518,131675.15779355448,210707.7757802177,141080.30563195617,205375.86024775775,111402.68015713966,115730.50104896439,250732.37836440056,222224.98488874806,111374.51756995668,184261.56975140827,201792.821033797,146654.49302029557,102051.64576217472,89107.65239839266,206228.33589509418,114405.97870663763,238768.44735828778,111674.67613626759,99681.36485114957,147819.05665910512,165734.48376697453,170394.85733912312,129063.00975936298,95366.87572537124,158410.51953244695,109962.15157788798,245774.22447115788,143794.070363076,109070.61223656336,171102.36684853118
2014-02-01,220847.29842754678,368029.8772019328,156620.5539383722,275462.6777315132,143008.791109307,229626.92308736336,241893.1152246452,318060.8551975332,187481.1960169008,184456.5039685774,227086.8879387666,145896.29399908896,408711.21002929535,248065.23128311243,149623.2196678857,421101.75531642884,217628.4570735532,107936.64625285676,137722.6553625656,176367.88479791957,128645.92372756616,132880.34268614117,211383.83205043268,142017.18748142265,205837.84103763,111462.37759736103,115789.1409515802,252105.06871767654,222632.8556376288,111619.2067081009,185131.6257486963,201953.92514385088,146864.64455435122,102254.14569627156,88981.57203712496,206578.96685072573,115151.37339990701,239156.6780231242,111786.04223556332,99825.3528075044,148017.0109895569,166519.31927503613,170911.65587745092,129342.68072647256,95822.33898145217,159041.86664682566,110380.7430750407,245134.36518853906,143737.15598739233,109411.95546499085,171383.47738974492
2014-03-01,221434.4916897424,370426.6988506527,158203.27768015835,277711.464380718,144190.54454814122,230637.8770997488,243184.40303030194,319577.6675957542,189097.4112402567,185761.00490555118,228734.43185656858,146528.94617740728,411425.54259647365,249684.9832322127,150422.83835010315,424412.8003832628,218657.97316767354,108892.9809461204,138353.56228888282,177531.47435737052,129177.58951303159,134001.7063177144,212117.75443263713,142840.219771607,206529.52745108368,111754.02431192812,115964.19209788216,253483.17712139897,223526.6168908998,111885.47706210999,185995.24080298477,202186.6884710027,147110.48001798216,102346.17558823396,88547.42842494749,206796.48186369787,116505.35053631324,239676.4603821341,111913.48181788599,100045.91170602065,148376.44364790616,167409.80290823997,171269.9238739063,129614.75849806219,96179.14757285226,159654.06630270707,110794.06196626765,244777.33691810773,143741.49913179906,109700.22338931204,171776.57359344928
2014-04-01,222058.453766049,373354.6891530433,159625.2744064021,279893.0077816394,145211.79449055728,231818.19891499248,244620.26561708542,321130.20425368776,191022.09230637248,186748.41690673374,230327.63901073547,147150.03493151942,414805.9943151241,251110.50172646376,151255.778067167,428098.7749771815,219533.70850222223,109950.91213495207,138974.22015475502,178596.27307779746,129845.63474037452,135135.54514057245,212767.62117812014,143657.58869563116,207091.57849877994,112277.45354175002,116260.46997796837,254973.39999945415,224964.8887459842,112324.6866677567,186788.97411848351,202485.68132251897,147483.10575224005,102514.08741563006,88190.53317469463,206484.21912137777,118357.2937008191,240304.56288448183,112296.6985147042,100249.31646570885,148666.951132398,168299.57883230477,171547.90472873396,130054.4123244867,96457.92747687211,160059.7077780401,111109.7414163061,245208.81831099014,143848.28855050346,110109.0464645643,172227.4556693426
2014-05-01,222944.09893766255,376510.7622371265,161024.59426147988,282065.6304581527,146230.93673929956,233211.19127155247,246171.23332513985,322877.88366158324,192963.46063427549,187549.6345149223,232119.21546377896,147773.35651449623,417860.1010126175,252648.91480347957,152096.42698029967,433314.325716706,220588.11215801584,110999.444394104,139580.917552775,179575.53046282276,130611.67211503959,136290.23625198638,213673.6417599232,144490.12583945692,208021.52678173778,113014.60923975903,116821.12525082663,256270.14380154226,226532.74474274638,112926.5807462738,187842.66317416946,203238.7665213392,148009.79524742486,102859.40198720334,87843.42466277086,206685.77325661332,120400.47297888777,241137.0975898887,112981.07102855452,100665.17541109088,149121.1683555064,169355.2624825555,171946.78394204358,130632.96858964313,96807.77129624573,160635.67379021164,111468.32846554978,246068.3010912257,144092.5722816768,110694.50256881044,172978.2722698029
2014-06-01,223539.38313562665,379121.1099236384,162189.0442856803,283522.8627850974,147261.3573002617,234185.2835658002,247746.18148725736,324244.7149669119,195196.10398761477,188132.84081614204,233566.34691632597,148301.22954894466,420761.42814402067,253784.02594301253,152794.8315249161,438990.67635791766,221322.63522205266,112154.25088298884,140170.63545105662,180212.08615574113,131442.0245409544,137261.0315722015,214494.08113841177,145367.28189891565,208826.23464885916,113803.7925823542,117526.02691577414,257028.31981193624,227546.6810397144,113570.77129902272,188710.53568362977,203905.63114289808,148525.07714304212,103404.3464142083,88054.70341168025,206793.3850279205,121716.0301639156,241632.18971070726,113731.01743209768,101206.31409164926,149673.79851028207,170186.26696226108,172606.36388161386,131235.67641961257,97331.68316980098,160958.54635052916,111927.21452394467,246516.13256704155,144653.2461273139,111464.00083776414,173785.4860447823
2014-07-01,224008.8839725836,380862.20619957783,163390.19290011024,284528.05529210326,148437.26103332225,235038.83049640342,249427.82689307493,325265.77476399514,197204.7686657136,188660.732924353,234954.20029075266,148762.54182411244,423749.8449942738,254747.2142878907,153389.92421225566,444742.5424107273,222096.27084476477,113229.37067795881,140764.45537854204,180752.5499565541,132218.33462610838,138114.18643671033,215292.459074417,146364.1659379239,209877.61703219623,114539.8041988586,118291.88205288944,257314.56193392957,228005.00497565942,114250.43969859935,189972.4950987969,204765.82095699952,149045.26548582257,104014.92497925786,88995.42694256746,207531.16233037808,122557.10617320913,241889.58162275763,114434.85815344658,101839.08456367378,150436.89450344586,171134.67960879486,173772.78288938443,131871.35732549705,98098.6286268299,161277.54476807106,112415.39470682309,247069.58696473902,145512.13063734386,112186.84845760804,174641.12413443034
2014-08-01,224349.61640972958,382415.04223404714,164419.47277332973,285018.6384922326,149504.23775273914,235609.56765386218,251112.37077904862,325758.66016001144,198623.01832990674,189154.8326962873,236211.72609080398,149044.02111021333,426448.5747805995,255427.40466263157,153778.68409230883,449350.9487817707,222790.20467507342,114090.12694085702,141138.47762497948,181175.80119081165,132766.09982926608,138795.1195685741,215846.01812138353,147252.18393810603,210543.23247385013,115060.02427871742,118923.641428706,257520.98652116,228122.53498298602,114822.61872203152,191086.5927970103,205477.9556279808,149325.97404020594,104589.95595797966,90316.65889923066,208229.70151224665,123047.881695787,241757.93049992365,114883.22726211684,102417.88775029108,151280.4080508069,171896.46635531666,175234.45689605924,132444.40399342182,98970.23969365952,161225.26324789893,112887.77048154746,247596.2221191323,146041.24023205962,112661.35889877252,175090.7470836282
2014-09-01,224775.4079362705,384980.6619447312,165483.5974695912,285530.27159979247,150453.10671622527,236365.26631935392,253155.77323558377,326472.5366721226,199707.30590102726,189692.61502388862,237654.62333747116,149272.37032484644,429069.02016125387,256313.5807962167,153908.36740730598,454038.6701106338,223524.85999829974,114704.3192114272,141420.96875447812,181605.03578165974,133188.82133130755,139420.22707047375,216283.69778221365,147954.60907756016,211239.80205377392,115281.99319994419,119338.43298253296,258103.42500294544,228428.07006267563,115276.55705769283,192202.89827093526,206361.9974749131,149402.10584521538,105078.22113393224,91550.60310908593,209267.54745937206,123301.72662591132,241493.4153669603,115139.01462934038,102861.20098970515,152055.44855384927,172649.7864898242,176740.74921942642,132830.38937155964,99765.18904633104,161190.10445767597,113299.92252417938,249231.597712124,146287.98092015937,112815.18500855954,175348.74739285515
2014-10-01,225094.37124266732,388257.28796891327,166384.92764842868,285895.7759449915,151141.0722233293,236915.8313031809,255384.60458697565,326904.461386873,200423.69766596402,190024.5784537325,239025.59273848045,149354.53683122052,431351.74647282716,257217.92927973412,153785.44780952076,458112.2648372012,224044.45083993024,114919.4040219082,141511.4422844459,181912.20943961106,133460.33610654986,139910.48623939822,216603.34492985997,148440.68923201002,211478.40218603678,115081.73949177377,119487.9812936408,258760.67038613054,228660.96692542665,115432.33278697536,192771.26970760137,206971.0961762416,149150.5713234145,105428.10738105247,92568.18363679708,210134.51909430115,123145.97942779651,240974.03537118968,115119.68527397182,103270.13946055778,152483.37260851348,173103.86790759125,178181.6169278865,133019.91184374085,100309.99001693128,161037.66420411938,113473.3379845308,250353.18583949376,146256.10487914793,112678.04354519707,175186.37784775076
2014-11-01,225419.9307029634,391891.98078908445,167502.94312254852,286155.4149270198,151989.88948565713,237541.7673528957,257895.5957513085,327817.8507420134,201631.6618577754,190503.43326235827,240514.75703569397,149581.1144204333,433809.22741075204,258500.518788696,153726.35989528988,461772.5136356765,224620.17323931144,115170.39068154631,141768.59417524366,182300.27945061083,133935.07940087514,140490.31883975354,217070.0547091318,148897.11439705532,211538.45094527584,115032.91238306808,119653.45138573849,259528.8713047523,229173.33217506707,115539.66525895573,193478.44219571675,207509.73356882352,149029.6375767395,105885.27570605853,93771.00414967832,211266.30312740066,122955.89626150574,240863.19482067705,115166.54545307776,103695.33385188076,152728.7948674714,173371.53697494717,179740.62018759994,133228.78188066403,100768.06821700033,161149.81707108152,113620.1952861537,251555.47406405807,146673.90067532784,112522.8523606808,175048.34550028402
